,MatchNo,date,HomeTeam,HomeRuns,HomeWickets,HomeOvers,AwayTeam,AwayRuns,AwayWickets,AwayOvers,winner,venue_y,city,player_of_match,toss_winner,toss_decision,result,result_margin,eliminator
38,Match 36 ,2011-04-30,Kochi Tuskers Kerala,181,5,20.0,Delhi Capitals,155,5,20.0,Delhi Capitals,Nehru Stadium,Kochi,V Sehwag,Delhi Daredevils,bat,runs,38.0,N
39,Match 35 ,2011-04-29,Royal Challengers Bangalore,95,3,18.1,Pune Warriors India,94,8,20.0,Royal Challengers Bangalore,M Chinnaswamy Stadium,Bangalore,V Kohli,Pune Warriors,field,runs,26.0,N
40,Match 34 ,2011-04-29,Rajasthan Royals,131,9,20.0,Mumbai Indians,148,7,20.0,Rajasthan Royals,Sawai Mansingh Stadium,Jaipur,J Botha,Rajasthan Royals,field,wickets,7.0,N
41,Match 33 ,2011-04-28,Delhi Capitals,74,0,16.3,Kolkata Knight Riders,129,7,20.0,Kolkata Knight Riders,Feroz Shah Kotla,Delhi,MK Tiwary,Delhi Daredevils,field,runs,17.0,N
42,Match 32 ,2011-04-27,Kochi Tuskers Kerala,141,6,20.0,Deccan Chargers,145,2,19.3,Deccan Chargers,Nehru Stadium,Kochi,I Sharma,Kochi Tuskers Kerala,field,runs,55.0,N
43,Match 31 ,2011-04-27,Pune Warriors India,160,6,20.0,Chennai Super Kings,161,7,19.3,Chennai Super Kings,Dr DY Patil Sports Academy,Mumbai,DE Bollinger,Pune Warriors,bat,wickets,8.0,N
44,Match 30 ,2011-04-26,Delhi Capitals,142,6,20.0,Royal Challengers Bangalore,117,9,20.0,Royal Challengers Bangalore,Feroz Shah Kotla,Delhi,V Kohli,Royal Challengers Bangalore,field,wickets,3.0,N
45,Match 29 ,2011-04-25,Chennai Super Kings,111,2,14.1,Pune Warriors India,109,0,20.0,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Chennai,MEK Hussey,Pune Warriors,field,runs,25.0,N
46,Match 28 ,2011-04-24,Rajasthan Royals,135,8,20.0,Kochi Tuskers Kerala,172,4,20.0,Rajasthan Royals,Sawai Mansingh Stadium,Jaipur,SK Warne,Rajasthan Royals,field,wickets,8.0,N
47,Match 27 ,2011-04-24,Deccan Chargers,231,4,20.0,Mumbai Indians,202,6,20.0,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,SL Malinga,Deccan Chargers,field,runs,37.0,N
48,Match 26 ,2011-04-23,Delhi Capitals,164,4,20.0,Punjab Kings,156,9,20.0,Delhi Capitals,Feroz Shah Kotla,Delhi,DA Warner,Kings XI Punjab,field,runs,29.0,N
49,Match 25 ,2011-04-22,Mumbai Indians,171,5,20.0,Chennai Super Kings,175,1,18.1,Mumbai Indians,Wankhede Stadium,Mumbai,Harbhajan Singh,Chennai Super Kings,field,runs,8.0,N
50,Match 24 ,2011-04-22,Kolkata Knight Riders,195,7,20.0,Royal Challengers Bangalore,147,7,20.0,Royal Challengers Bangalore,Eden Gardens,Kolkata,CH Gayle,Royal Challengers Bangalore,field,wickets,9.0,N
51,Match 23 ,2011-04-21,Punjab Kings,126,9,20.0,Rajasthan Royals,132,7,20.0,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",Chandigarh,SE Marsh,Rajasthan Royals,field,runs,48.0,N
52,Match 22 ,2011-04-20,Kolkata Knight Riders,124,3,20.0,Kochi Tuskers Kerala,118,0,17.2,Kochi Tuskers Kerala,Eden Gardens,Kolkata,DPMD Jayawardene,Kolkata Knight Riders,field,runs,6.0,N
53,Match 21 ,2011-04-20,Mumbai Indians,0,0,20.0,Pune Warriors India,152,7,20.0,Mumbai Indians,Wankhede Stadium,Mumbai,MM Patel,Pune Warriors,bat,wickets,7.0,N
54,Match 19 ,2011-04-19,Delhi Capitals,131,0,13.5,Deccan Chargers,85,2,15.2,Deccan Chargers,Feroz Shah Kotla,Delhi,S Sohal,Deccan Chargers,bat,runs,16.0,N
55,Match 18 ,2011-04-18,Kochi Tuskers Kerala,8,0,20.0,Chennai Super Kings,187,5,19.2,Kochi Tuskers Kerala,Nehru Stadium,Kochi,BB McCullum,Kochi Tuskers Kerala,field,wickets,7.0,N
56,Match 17 ,2011-04-17,Kolkata Knight Riders,190,0,20.0,Rajasthan Royals,165,8,17.4,Kolkata Knight Riders,Eden Gardens,Kolkata,L Balaji,Kolkata Knight Riders,field,wickets,8.0,N
57,Match 16 ,2011-04-17,Pune Warriors India,166,0,20.0,Delhi Capitals,183,5,20.0,Delhi Capitals,Dr DY Patil Sports Academy,Mumbai,Yuvraj Singh,Delhi Daredevils,field,wickets,3.0,N
58,Match 15 ,2011-04-16,Deccan Chargers,162,0,20.0,Punjab Kings,182,2,19.0,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,PC Valthaty,Kings XI Punjab,field,wickets,8.0,N
59,Match 14 ,2011-04-16,Chennai Super Kings,184,0,20.0,Royal Challengers Bangalore,159,4,18.3,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Chennai,MEK Hussey,Chennai Super Kings,bat,runs,21.0,N
60,Match 13 ,2011-04-15,Mumbai Indians,160,0,20.0,Kochi Tuskers Kerala,175,5,20.0,Kochi Tuskers Kerala,Wankhede Stadium,Mumbai,BB McCullum,Kochi Tuskers Kerala,field,wickets,8.0,N
61,Match 12 ,2011-04-15,Rajasthan Royals,142,0,18.5,Kolkata Knight Riders,151,6,20.0,Kolkata Knight Riders,Sawai Mansingh Stadium,Jaipur,G Gambhir,Kolkata Knight Riders,field,wickets,9.0,N
62,Match 11 ,2011-04-14,Deccan Chargers,148,0,19.1,Royal Challengers Bangalore,193,4,20.0,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,DW Steyn,Royal Challengers Bangalore,field,runs,33.0,N
63,Match 10 ,2011-04-13,Pune Warriors India,188,0,20.0,Kochi Tuskers Kerala,140,4,18.3,Pune Warriors,Dr DY Patil Sports Academy,Mumbai,MD Mishra,Kochi Tuskers Kerala,bat,wickets,4.0,N
64,Match 9 ,2011-04-13,Punjab Kings,143,0,18.3,Chennai Super Kings,152,4,20.0,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",Chandigarh,PC Valthaty,Kings XI Punjab,field,wickets,6.0,N
65,Match 8 ,2011-04-12,Royal Challengers Bangalore,151,0,20.0,Mumbai Indians,163,4,20.0,Mumbai Indians,M Chinnaswamy Stadium,Bangalore,SR Tendulkar,Mumbai Indians,field,wickets,9.0,N
66,Match 7 ,2011-04-12,Rajasthan Royals,154,0,13.1,Delhi Capitals,113,3,20.0,Rajasthan Royals,Sawai Mansingh Stadium,Jaipur,SK Warne,Delhi Daredevils,bat,wickets,6.0,N
67,Match 6 ,2011-04-11,Kolkata Knight Riders,112,0,17.4,Deccan Chargers,95,0,16.5,Kolkata Knight Riders,Eden Gardens,Kolkata,JH Kallis,Kolkata Knight Riders,bat,runs,9.0,N
68,Match 5 ,2011-04-10,Pune Warriors India,99,0,20.0,Punjab Kings,161,5,18.4,Pune Warriors,Dr DY Patil Sports Academy,Mumbai,SB Wagh,Kings XI Punjab,bat,wickets,7.0,N
69,Match 4 ,2011-04-10,Delhi Capitals,162,0,20.0,Mumbai Indians,137,8,18.5,Mumbai Indians,Feroz Shah Kotla,Delhi,SL Malinga,Delhi Daredevils,bat,wickets,8.0,N
70,Match 3 ,2011-04-09,Kochi Tuskers Kerala,141,0,20.0,Royal Challengers Bangalore,153,4,20.0,Royal Challengers Bangalore,Nehru Stadium,Kochi,AB de Villiers,Kochi Tuskers Kerala,bat,wickets,6.0,N
71,Match 2 ,2011-04-09,Deccan Chargers,151,0,0.0,Rajasthan Royals,0,0,0.0,Rajasthan Royals,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,SK Trivedi,Rajasthan Royals,field,wickets,8.0,N
72,Match 1 ,2011-04-08,Chennai Super Kings,0,0,0.0,Kolkata Knight Riders,0,0,0.0,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Chennai,S Anirudha,Chennai Super Kings,bat,runs,2.0,N
